app	device	os	channel	delta_time	is_attributed
10	1	36	113	1.86	1
3	1	28	137	1.76	0
1	1	19	137	0.42	0
13	1	6	400	2.82	0
19	97	24	213	1.48	1
2	1	13	219	1.87	0
2	1	6	477	0.18	0
18	1	2	376	2.67	0
19	2930	29	213	0.48	1
2	1	13	205	0.76	0
35	1	19	274	0.69	1
10	1	36	113	2.63	1
18	1	13	134	0.7	1
3	1	13	280	1.58	0
55	1	13	453	1.51	1
3	1	13	19	1.92	0
10	1	37	113	2.58	1
19	0	0	213	2.84	1
2	1	41	219	0.06	0
107	1	19	171	0.74	1
2	1	19	469	1.98	0
2	1	13	212	1.01	0
10	1	37	113	2.93	1
12	1	19	212	2.37	0
39	1	17	213	0.45	1
15	1	17	245	0.1	0
2	1	19	469	1.94	1
2	1	17	219	2.63	0
10	1	22	377	2.8	1
8	1	19	145	0.04	0
26	1	13	121	0.55	0
19	0	24	347	2.6	1
3	1	13	135	1.55	0
35	1	13	274	1.53	1
9	1	19	445	2.42	1
3	1	13	442	1.62	0
19	0	24	347	0.47	1
29	1	19	213	1.48	1
19	0	29	213	2.75	1
10	1	43	113	2.77	1
12	1	9	178	1.8	0
14	1	19	123	1.01	0
25	1	19	259	2.83	0
12	2	13	259	1.7	0
2	1	19	219	0.52	0
29	1	19	213	0.39	1
11	1	10	319	2.36	0
5	1	36	113	2.96	1
12	1	19	140	1.91	0
3	1	9	280	1.86	0
18	1	25	121	0.5	0
12	1	17	245	2.19	0
19	0	0	347	0.87	1
19	16	0	213	0.57	1
35	1	19	274	1.82	1
3	1	17	466	0.56	0
19	0	0	213	2.5	1
9	1	22	107	2.9	0
19	309	21	282	0.94	1
20	1	13	478	1.8	1
45	1	30	419	1.74	1
35	1	13	21	1.43	1
19	0	29	213	0.82	1
3	1	22	489	1.69	0
19	0	0	213	2.48	1
19	0	21	213	0.71	1
35	1	6	274	1.79	1
3	1	25	402	0.63	0
19	0	0	333	2.64	1
12	1	13	409	1.83	0
12	1	17	265	0.43	0
14	1	19	467	2.56	0
9	1	8	258	1.72	0
2	1	13	477	2.95	0
2	1	13	122	1.68	0
14	1	19	439	2.41	1
35	1	12	274	0.72	1
9	1	19	489	2.78	0
35	1	19	21	0.49	1
35	1	13	21	2.52	1
9	1	13	232	2.36	0
6	1	32	459	1.95	0
3	1	169	211	2.79	1
12	1	8	178	1.54	0
3	1	13	153	1.29	0
72	1	13	101	2.58	1
35	1	13	21	2.02	1
20	1	47	478	2.57	1
29	2	10	343	1.74	1
12	1	19	19	2.97	0
45	1	27	419	2.06	1
12	2	13	178	2.92	0
19	68	0	213	0.72	1
39	1	15	101	0.04	1
3	1	7	371	1.36	0
3	1	19	137	1.11	0
35	1	13	274	2.82	1
35	1	13	21	0.41	1
19	21	24	333	2.95	1
14	1	22	371	1.37	0
12	1	13	140	0.15	0
10	1	11	113	2.55	1
5	1	11	113	1.69	1
19	0	50	213	2.95	1
19	0	0	213	1.61	1
12	1	13	105	0.86	0
12	1	19	340	2.31	0
10	1	61	113	2.54	1
12	1	18	409	1.83	0
2	1	22	258	0.72	0
20	1	10	259	0.17	0
64	1	19	459	2.68	0
13	1	32	400	2.82	0
3	1	19	280	2.5	0
35	1	6	274	0.35	1
45	1	52	419	1.81	1
18	1	18	107	0.66	0
12	1	18	265	0.63	0
3	1	19	280	1.8	1
3	1	3	280	0.68	0
19	0	0	347	2.71	1
9	1	2	244	0.85	0
3	1	9	135	0.46	0
25	1	13	259	2.73	0
2	1	13	377	0.11	0
19	102	24	213	2.68	1
108	1	19	243	1.39	1
29	1	18	213	2.61	1
35	1	25	21	1.58	1
11	1	13	319	1.35	0
32	1	23	376	2.6	0
51	0	21	203	0.07	1
3	1	13	115	0.76	0
22	1	6	116	0.88	0
3	1	15	280	2.36	0
26	1	19	266	2.04	0
43	1	43	330	2.36	1
12	1	39	259	0.42	0
10	1	32	113	1.82	1
64	1	17	459	0.93	0
107	1	13	171	1.49	1
12	1	17	178	2.74	0
14	1	17	401	2.14	0
10	1	43	113	2.62	1
79	1	13	213	1.7	1
9	1	18	215	2.09	1
3	1	6	379	1.21	1
84	162	0	101	0.54	1
19	494	24	282	1.35	1
3	1	40	480	1.12	1
1	1	19	13	2.91	0
29	1	19	213	2.37	1
12	1	19	409	1.92	0
19	0	29	213	1.66	1
12	1	19	340	2.02	0
5	1	47	113	2.99	1
19	558	29	213	0.99	1
84	415	50	101	2.57	1
2	1	19	452	1.64	0
12	1	19	497	2.4	1
2	1	13	469	2.29	0
10	1	10	113	2.89	1
3	1	20	173	0.79	0
19	18	0	333	0.79	1
10	1	43	113	2.85	1
19	0	0	213	0.53	1
19	0	0	333	0.56	1
2	1	6	477	1.02	0
21	1	19	128	2.36	0
19	0	50	213	1.78	1
2	1	25	219	1.38	0
8	1	13	145	2.38	1
5	1	47	113	1.77	1
19	0	21	213	0.47	1
19	0	0	347	2.35	1
8	1	6	145	1.4	0
26	1	47	121	2.96	0
8	1	19	145	1.49	1
19	67	24	333	2.61	1
5	1	37	113	0.86	1
19	0	38	347	1.9	1
3	1	6	115	1.92	0
12	1	13	424	0.39	0
26	1	14	121	0.85	0
19	0	24	213	1.32	1
19	0	0	213	0.46	1
13	1	25	477	0.54	0
45	1	17	213	0.95	1
12	1	19	259	2.39	0
5	1	10	113	2.01	1
10	1	36	113	0.47	1
12	1	13	424	2.52	0
19	33	29	213	1.82	1
18	1	19	134	2.36	0
35	1	6	274	0.43	1
167	1	19	213	3	1
5	1	47	113	1.69	1
10	1	11	113	2.53	1
14	1	18	349	1.38	0
3	1	18	280	2.61	0
12	1	1	259	0.36	0
8	1	13	145	2.52	0
19	0	50	213	1.9	1
19	0	38	213	2.65	1
29	1	19	213	0.28	1
35	1	19	274	0.68	1
5	1	61	113	0.74	1
13	1	18	477	2.26	1
3	1	19	115	0.81	0
14	1	17	401	1.56	0
10	1	20	317	2.31	1
45	1	11	419	1.86	1
17	1	13	134	1.24	0
12	1	35	178	0.95	0
2	1	19	122	2.62	0
35	1	19	21	2.96	1
15	1	22	265	1.37	0
35	1	22	21	0.38	1
29	1	17	213	0.86	1
2	1	6	477	3	0
26	1	17	266	2.52	0
19	242	76	213	2.87	1
9	1	17	334	2.85	0
45	1	27	419	2.07	1
3	1	15	424	2.33	0
13	1	17	477	0.36	0
83	0	29	171	1.82	1
37	1	19	21	2.04	1
64	1	13	459	1	0
8	1	19	145	0.71	0
128	1	13	243	0.97	1
8	1	19	140	1.64	1
19	0	0	213	1.79	1
9	1	19	334	0.42	0
20	1	13	478	0.94	0
62	1	19	21	1.46	1
14	1	14	113	2.64	0
15	1	3	3	0.68	0
19	0	38	213	2.74	1
1	1	15	135	2.57	0
35	1	17	274	0.88	1
19	0	0	213	2.88	1
14	1	19	489	1.91	0
15	1	19	412	2.42	0
5	1	61	113	2.92	1
8	1	19	145	0.53	0
2	1	13	236	2.69	0
10	1	61	113	0.65	1
15	1	17	140	1.46	0
10	1	4	113	2.42	1
5	1	11	113	1.77	1
15	1	53	430	2.62	0
8	1	37	145	0.43	0
35	1	19	21	1.63	1
10	1	4	113	0.49	1
14	1	18	360	1.4	0
19	0	0	213	0.26	1
2	1	19	469	1.94	1
9	1	35	466	2.93	0
45	1	7	419	0.41	1
3	1	13	205	0.75	0
19	209	29	213	0.57	1
14	1	19	489	0.64	0
8	1	18	145	2.77	0
19	0	0	213	2.79	1
7	1	22	101	2.65	0
19	0	0	333	0.47	1
29	1	19	101	1.65	1
3	1	13	280	0.48	0
34	1	18	243	2.09	1
64	1	19	459	0.45	0
3	1	19	115	1.34	0
11	1	17	487	2.92	1
35	1	19	274	2.04	1
2	1	19	435	2.64	0
15	1	28	130	1.97	0
6	1	13	459	1.85	0
19	0	0	213	1.48	1
29	1	19	101	0.94	1
14	1	15	489	2.92	0
7	1	25	101	0.81	0
3	1	19	489	0.45	0
11	1	18	122	1.64	0
9	1	22	334	1.38	0
11	1	9	319	1.85	0
35	1	13	21	0.39	1
19	0	0	213	1.84	1
12	1	13	178	0.92	0
35	1	19	21	0.47	1
10	1	19	113	0.4	1
10	1	4	113	1.65	1
2	1	13	477	1.39	0
35	1	13	21	2.76	1
35	1	13	21	0.4	1
5	1	36	113	1.68	1
11	1	19	319	1.89	0
12	1	23	178	0.47	0
45	1	13	5	1.87	1
35	1	13	21	2.37	1
8	1	20	145	2.75	0
12	1	19	245	2.52	0
35	1	9	274	0.71	1
2	1	13	452	0.54	0
55	1	19	453	1.47	0
12	1	13	328	2.57	0
10	1	36	113	2.01	1
21	1	18	128	0.44	0
29	1	19	213	0.46	1
35	1	25	21	0.37	1
22	1	13	496	0.44	0
15	1	13	245	1.75	0
19	0	607	333	0.96	1
9	1	19	215	0.31	1
11	1	13	122	0.55	0
35	1	18	21	0.37	1
13	1	18	400	1.63	0
21	1	13	232	2.98	0
19	0	24	213	2.74	1
3	1	17	417	0.87	0
19	0	607	213	0.77	1
35	1	19	21	1.6	1
3	1	19	137	1.53	0
83	0	0	171	1.56	1
2	1	19	317	1.77	0
29	1	17	213	2.32	1
9	1	18	258	0.71	0
23	1	19	153	1.36	0
19	808	24	213	1.87	1
72	1	19	101	1.8	1
19	0	0	213	1.02	1
19	941	38	213	0.42	1
19	0	24	333	1.48	1
3	1	13	409	2.59	0
3	1	19	489	0.79	0
2	1	19	122	1.47	0
162	1	20	213	0.92	0
11	1	6	469	0.07	0
29	1	13	213	0.75	1
14	1	25	401	0.81	0
64	1	18	459	1.05	0
107	1	13	171	2.85	1
19	0	29	347	2.72	1
35	1	19	274	0.71	1
2	1	15	477	1.6	0
19	0	21	347	0.54	1
27	1	37	332	0.92	1
19	21	24	213	1.83	1
261	0	24	243	1.06	1
15	1	19	245	0.55	0
19	0	24	347	2.56	1
10	1	43	113	0.48	1
7	1	19	101	1.75	0
35	1	6	274	1.71	1
15	1	19	245	1.87	0
14	1	8	489	2.38	0
16	1	22	243	1.93	1
12	1	20	178	2.38	0
1	1	13	118	0.37	0
35	1	13	21	0.44	1
12	1	13	265	1.91	0
12	1	1	245	0.45	0
29	1	13	343	1.36	1
19	0	0	347	1.86	1
15	1	25	412	1.49	0
19	1245	24	213	1.46	1
8	1	13	145	0.51	1
19	88	24	213	1.88	1
2	1	18	236	0.44	1
155	1	6	213	2.43	1
10	1	32	113	2.76	1
3	1	17	480	2.58	0
45	1	15	5	0.75	1
18	1	19	121	0.94	0
19	0	29	213	2.63	1
18	1	19	107	2.78	0
6	1	19	125	2.34	0
18	1	13	121	1.44	0
19	0	0	213	2.65	1
101	1	13	21	2.37	1
15	1	20	245	0.78	1
13	1	19	477	2.58	0
19	6	29	213	1.92	1
14	1	13	401	0.37	0
19	0	21	213	0.92	1
3	1	6	371	1.33	0
14	1	19	463	1.37	0
12	1	13	242	1.92	0
26	1	13	121	2.55	1
17	1	13	101	2.68	1
15	1	19	245	1.04	0
6	1	19	459	2.83	0
28	1	19	135	0.7	0
2	1	8	237	2.56	0
35	1	18	21	0.95	1
28	1	19	135	2.53	0
19	37	24	213	0.83	1
11	1	37	122	2.82	0
12	1	13	245	1.09	0
19	0	38	213	0.61	1
19	0	24	213	0.54	1
35	1	13	21	1.59	1
2	1	14	219	1.55	0
19	0	24	213	2.62	1
19	0	0	213	1.45	1
19	0	21	213	1.85	1
10	1	61	113	1.7	1
14	1	22	379	2.36	1
9	2	16	445	2.75	0
35	1	13	274	0.55	1
3	1	22	379	2.84	1
19	0	24	213	1.01	1
32	1	14	376	1.65	0
35	1	17	274	0.55	1
3	1	19	442	2.84	0
66	1	22	101	2.95	1
5	1	37	113	1.9	1
14	1	17	401	0.67	0
9	1	32	232	2.76	0
2	1	17	212	0.65	0
9	1	13	448	2.85	0
12	1	13	328	2.66	1
12	1	13	178	0.52	0
15	1	13	245	0.72	0
12	1	22	265	1.79	0
2	1	13	469	1.67	0
45	1	7	465	2.7	1
35	1	19	21	0.43	1
8	1	19	145	2.94	0
6	1	15	459	1.41	0
1	1	19	118	0.37	0
43	1	13	330	0.88	0
45	1	17	5	1.83	1
3	1	19	205	2.82	0
25	1	13	259	2.55	0
3	1	19	280	1.53	0
7	2	19	101	2.59	0
14	1	19	134	2.79	0
35	1	13	21	0.42	1
3	1	15	137	2.46	0
35	1	19	21	0.89	1
10	1	7	113	1.66	1
5	1	36	113	1.4	1
19	0	21	213	0.39	1
12	1	19	19	1.74	0
14	1	17	349	2.36	1
3	1	13	205	2.88	0
3	1	19	211	2.7	0
19	0	24	347	2.62	1
2	1	13	212	0.75	0
2	2	13	469	2.95	0
3	1	41	280	1.58	1
108	1	13	243	2.69	1
2	1	19	205	0.94	0
26	1	19	266	2.55	0
3	1	32	379	0.45	0
12	2	100	259	1.45	0
18	1	13	107	1.86	0
35	1	19	274	0.42	1
13	1	16	469	1.44	0
39	1	19	213	1.7	1
3	1	6	205	0.9	0
9	1	10	445	2.1	0
3	1	14	280	1.54	0
10	1	43	113	0.72	1
15	1	19	245	0.96	0
29	1	13	213	2.15	1
29	1	19	343	1.16	1
9	1	19	127	2.92	0
3	1	8	280	2.58	0
9	1	19	215	1.53	0
29	1	19	213	1.79	1
3	1	40	424	2.07	1
29	1	19	213	1	1
35	1	13	21	2.79	1
2	1	15	477	2.05	0
13	3032	607	469	0.71	0
29	1	19	101	1.45	1
11	1	8	487	0.94	0
5	1	11	113	1.92	1
19	6	29	213	1.56	1
18	1	19	107	2.62	0
21	1	19	128	1.54	0
14	2	19	446	2.98	0
8	1	19	145	1.32	0
9	1	14	334	1.36	0
14	1	10	134	1.9	0
9	1	8	334	0.89	0
29	1	16	213	2.67	1
6	1	15	459	1.76	0
107	1	17	171	2.44	1
9	1	20	127	2.06	0
19	189	29	213	1.93	1
14	1	1	489	0.32	1
12	1	16	178	0.39	0
96	0	24	213	0.68	1
84	0	748	101	1.57	1
35	1	13	21	2.45	1
12	1	30	242	1.64	0
3	1	13	280	0.69	0
15	1	13	111	1.36	0
19	0	24	213	1.57	1
12	1	35	140	1.37	0
12	1	13	326	1.04	0
2	1	19	435	2.49	0
2	1	13	237	1.66	0
3	1	41	442	1.56	0
18	3032	607	107	0.41	0
12	1	19	178	0.5	0
145	0	866	320	2.92	1
8	1	11	145	1.88	0
27	1	13	153	2.51	0
38	3543	748	347	1.38	0
5	1	19	377	2.79	0
14	1	13	379	1.74	0
19	0	0	213	0.61	1
29	1	25	213	0.74	1
19	0	0	347	2.96	1
84	0	21	101	2.8	1
3	1	13	466	2.51	0
12	1	8	328	0.47	0
2	1	22	205	2.69	0
12	1	8	178	2	0
3	1	13	280	2.01	0
8	2	13	145	1.83	0
15	1	17	386	1.98	0
2	1	13	205	2.46	0
1	1	28	115	0.31	1
11	1	15	481	0.44	0
5	1	4	113	0.61	1
19	0	24	347	1.88	1
35	1	13	21	0.5	1
27	1	19	153	2.96	0
45	1	11	465	1.6	1
10	1	27	113	1.54	1
9	1	7	466	0.68	0
29	1	9	213	0.28	1
62	1	19	21	1.49	1
3	1	13	173	2.43	1
20	2	8	259	0.78	0
35	1	19	274	1.56	1
26	1	17	266	1.62	0
18	1	19	107	0.85	1
2	1	18	122	1.93	0
18	1	1	107	1.62	1
12	1	607	140	0.66	0
20	1	6	478	0.32	1
29	1	13	213	2.65	1
15	2	20	265	1.01	0
2	1	19	435	1.08	0
15	1	41	245	1.5	0
15	1	16	245	0.56	0
14	1	22	442	2.64	0
15	1	8	245	0.44	0
15	1	19	245	0.72	0
23	1	15	153	0.97	0
19	0	50	347	0.6	1
10	1	11	113	1.44	1
21	2	19	128	1.48	0
18	2	13	121	0.95	1
45	1	9	5	2.6	1
8	1	19	259	1.86	0
20	1	19	259	1.02	1
19	0	0	347	2.59	1
19	0	0	347	2.58	1
9	1	8	489	1.04	0
5	1	4	113	0.97	1
127	18	0	213	1.65	1
35	1	19	21	2.51	1
15	1	37	245	0.95	0
3	1	13	173	2.42	0
2	1	18	237	2.48	0
35	1	10	21	2.34	1
5	1	7	113	1.83	1
2	1	13	219	1.94	0
12	1	19	245	1.08	0
18	1	18	107	0.41	0
9	1	19	466	2.92	1
29	1	13	210	2.81	1
3	1	19	205	0.29	0
24	1	53	105	0.16	0
12	1	18	328	1.67	0
3	1	10	280	0.65	1
50	0	21	213	0.63	1
8	1	22	145	2.59	0
19	53	21	333	0.49	1
9	1	17	232	2.87	0
2	1	13	477	2.57	0
2	1	13	452	1.05	1
2	1	16	401	1.98	0
10	1	30	113	2.93	1
145	18	0	320	2.06	1
29	1	9	210	1.63	0
45	1	61	465	1.51	1
19	0	21	213	0.03	1
12	1	20	259	0.43	0
66	1	19	101	0.88	1
18	1	13	439	0.94	0
29	1	19	213	0.67	1
15	1	19	245	1.38	0
2	1	25	452	2.33	0
15	1	32	245	1.75	0
15	1	8	265	0.98	0
12	1	17	409	2.04	0
45	1	32	419	0.34	1
24	1	19	178	1.01	0
9	1	14	442	1.05	0
35	1	18	274	1.33	1
62	1	22	21	1.66	1
19	203	24	213	2.08	1
12	1	18	178	1.82	0
10	1	19	113	0.76	1
15	1	13	130	1.63	0
19	0	24	213	2.32	1
3	1	19	280	2.66	0
58	3866	866	347	2.86	0
18	1	15	107	0.53	0
19	0	24	213	0.15	1
35	1	13	21	2.26	1
12	1	13	19	0.98	0
3	1	17	115	0.08	1
15	1	22	265	1.49	0
27	1	19	122	0.79	0
29	1	19	343	2.86	1
3	1	19	280	0.6	0
3	1	15	19	2.03	0
8	1	13	140	0.72	1
19	0	50	347	2.64	1
18	1	19	439	0.58	0
19	67	24	213	2.9	1
12	1	41	340	1.93	0
18	1	25	121	1.73	0
5	1	3	113	1.63	1
11	2	18	137	2.94	0
35	1	13	21	1.41	1
35	1	16	274	0.62	1
18	1	15	376	1.8	0
25	1	19	259	0.98	0
29	1	9	343	1.59	1
24	1	18	178	2.01	0
29	1	3	213	0.78	1
22	1	19	116	1.31	0
2	1	19	205	1.03	0
15	1	19	315	1.34	0
12	1	13	265	2.97	0
3	2	13	280	1.95	0
19	0	29	213	0.52	1
5	1	7	113	2.51	1
2	1	19	212	2.68	0
15	1	17	265	1.7	1
19	0	50	101	0.99	1
12	1	40	265	1.63	0
6	1	17	125	2.89	0
2	1	20	236	1.46	0
3	1	22	30	2.85	0
12	1	10	265	0.61	0
2	1	6	122	1.85	0
3	1	13	280	0.08	0
35	1	19	21	2.54	1
18	1	13	121	1.48	0
3	1	13	371	0.37	0
8	1	17	259	0.96	0
35	1	13	21	2.76	1
12	1	13	140	0.99	0
3	1	13	130	1.73	0
3	1	1	280	1.9	0
2	1	19	205	2.65	0
9	1	19	334	0.87	1
66	1	19	101	0.51	1
15	1	13	153	1.01	0
9	1	19	442	0.32	0
12	1	12	178	2.45	0
3	1	13	280	2.38	0
27	1	19	153	0.68	0
19	148	29	213	1.87	1
15	1	12	265	1.55	0
35	1	13	21	1.77	1
35	1	13	21	1.39	1
11	1	19	481	1.61	1
3	1	6	409	1.09	1
12	1	13	328	2.7	0
11	1	9	487	1	0
19	0	0	213	0.63	1
2	1	13	219	1.5	0
18	1	19	439	0.39	1
11	1	13	319	0.91	0
16	1	13	268	1.77	1
10	1	61	113	0.47	1
15	1	13	111	1.54	0
35	1	11	274	0.45	1
10	1	17	377	2.31	0
2	1	19	122	0.64	1
20	1	17	478	1.73	1
24	1	19	178	2.05	0
3	1	13	280	0.41	0
18	1	17	134	1.4	0
11	1	19	319	0.9	1
2	1	13	452	2.23	0
10	1	7	113	2.48	1
19	0	24	347	0.03	1
19	0	50	347	0.06	1
21	2	28	128	0.89	0
3	1	19	424	1.51	0
2	1	17	477	1.11	0
12	1	13	259	2.68	1
21	1	22	128	2.01	0
9	1	3	442	0.02	0
2	1	20	452	2.9	0
35	1	19	274	1.86	1
19	0	29	347	0.05	1
8	1	19	145	0.65	0
35	1	18	21	0.39	1
19	0	50	213	2.79	1
19	0	21	213	0.06	1
82	1	19	21	1.82	1
19	0	38	213	2.57	1
19	0	29	213	2.73	1
107	1	13	171	1.47	1
3	1	13	280	2.59	0
12	1	13	245	0.96	0
35	1	18	21	0.49	1
3	1	19	205	2.33	0
9	1	13	215	2.85	0
19	0	21	213	1.99	1
12	1	12	140	1.37	0
11	1	22	319	0.76	0
34	1	19	243	1.67	1
39	1	18	213	1.06	1
5	1	43	113	0.39	1
35	1	18	274	1.71	1
19	0	29	213	1.52	1
18	1	18	449	2.45	1
19	0	24	347	2.56	1
35	1	13	21	1.67	1
12	1	19	497	1.43	0
29	1	13	213	2.55	1
26	1	22	121	2.54	0
12	1	16	340	2.89	0
19	0	38	213	2.56	1
3	1	20	205	2.66	0
7	2	17	101	0.78	0
19	0	24	213	2.9	1
3	1	4	114	1.9	1
15	1	14	245	2.47	0
29	1	36	213	3.01	1
13	1	17	400	1.47	0
9	1	19	442	2.97	0
19	6	29	101	2.5	1
35	1	25	274	0.02	1
25	1	16	259	0.04	0
3	1	16	280	0.39	1
37	1	19	282	1.88	1
13	1	30	400	1.26	0
45	1	52	419	2.47	1
3	1	8	280	2.53	0
8	1	19	140	0.64	1
13	1	49	400	2.43	0
3	1	30	205	1.57	0
23	1	6	153	1.38	0
72	1	58	101	0.37	1
21	1	31	232	2.89	0
12	1	19	328	1.41	0
3	1	14	205	2.78	0
19	0	24	213	1.34	1
66	1	13	101	0.92	1
19	124	0	282	2.73	1
19	0	0	347	2.66	1
18	1	13	439	1.39	0
9	2	2	445	0.77	0
12	1	13	205	2.48	1
45	1	36	419	2.93	1
29	1	13	343	0.93	1
3	1	13	280	1.66	0
19	0	24	213	1.81	1
13	1	19	477	1.39	0
2	1	18	477	1.68	0
111	1	19	459	2.51	0
3	1	13	280	2.77	0
18	3866	866	449	2.96	0
32	1	19	376	0.02	1
19	37	24	213	1.91	1
24	1	19	178	1.1	0
3	1	25	280	2.55	0
19	569	24	213	1.39	1
45	1	11	419	2.7	1
3	1	30	115	0.92	0
10	1	19	377	0.51	1
14	1	13	480	1.77	0
19	129	24	333	2.93	1
11	1	19	325	2.48	1
8	1	12	145	0.49	0
2	1	6	452	1.68	0
19	0	50	213	2.37	1
19	6	29	213	2.59	1
37	1	19	21	1.43	1
26	1	19	121	0.65	0
19	172	38	213	1.76	1
3	1	13	211	1.34	0
10	1	7	113	0.85	1
15	1	18	130	1.52	0
2	1	30	477	2.49	0
11	1	13	122	1.5	1
3	1	32	205	0.97	0
23	1	13	153	2.36	0
19	0	24	213	1.88	1
50	0	21	213	1.68	1
20	1	13	259	1.02	1
9	1	13	134	2.36	0
12	1	13	277	1.4	0
3	1	17	280	1.93	0
2	1	25	477	1.61	0
32	1	10	376	2.54	1
12	1	19	265	0.98	0
72	1	19	101	1.54	1
15	1	25	111	2.88	0
12	2	14	326	0.96	0
9	1	19	466	2.94	0
19	0	24	333	1.91	1
19	0	29	213	2.54	1
15	1	13	130	1.84	0
15	1	22	245	2.59	0
9	1	13	215	1.47	0
6	2	9	459	2.93	0
26	1	17	121	0.88	0
12	1	13	259	1.38	0
9	1	13	258	1.76	0
19	0	29	213	1.56	1
66	1	32	101	1.66	1
14	1	18	463	2.62	0
5	1	30	113	2.91	1
19	299	0	213	2.67	1
12	1	31	259	2.97	0
5	1	32	113	2.57	1
29	1	6	213	0.88	1
70	0	24	243	1.47	1
19	0	24	347	2.81	1
18	1	20	107	2.98	0
15	1	13	278	0.69	0
2	2	19	205	0.34	0
17	1	18	280	1.4	0
5	1	61	113	0.87	1
10	1	4	113	1.55	1
25	1	19	259	1.47	0
24	2	17	105	0.83	0
19	2242	0	333	0.34	1
15	1	37	245	1.68	0
5	1	4	113	2.58	1
29	1	13	343	1.3	1
72	1	26	101	1.31	1
2	1	14	477	0.56	0
10	1	30	113	2.71	1
45	1	47	419	0.72	1
19	0	0	213	2.93	1
21	1	8	128	2.96	0
14	1	20	379	0.87	0
35	1	18	21	1.51	1
3	1	20	317	1.68	0
2	1	12	205	0.03	0
19	0	0	347	2.77	1
32	1	19	376	2.4	1
18	1	10	439	2.79	1
66	1	19	101	3	1
12	1	25	265	0.8	0
9	1	27	127	2.34	0
18	1	8	121	0.34	0
12	1	9	265	0.94	0
27	1	13	122	1.37	0
195	1	15	0	0.43	1
35	1	8	274	1.99	1
29	1	27	343	1.53	1
10	1	32	113	0.72	1
19	0	24	333	0.36	1
15	1	19	245	1.35	0
10	1	19	101	2.92	1
2	1	19	477	2.57	0
23	1	10	153	2.31	0
9	1	19	234	2	0
10	1	19	377	1.76	1
9	1	13	445	1.98	0
64	1	8	459	0.35	0
2	1	17	477	2.59	0
35	1	19	21	1.39	1
35	1	13	21	1.5	1
3	1	13	442	2.34	0
10	1	30	113	1.56	1
10	1	8	113	1.28	0
10	1	11	113	2.65	1
14	1	13	439	0.39	0
3	1	19	280	1.57	0
15	1	6	111	1.23	1
19	0	24	347	0.58	1
9	1	19	334	1.66	0
3	1	16	402	2.91	0
3	1	13	379	1.73	0
35	1	19	21	1.51	1
35	1	13	21	0.36	1
35	1	19	274	0.68	1
2	1	13	122	3	0
3	1	19	280	0.86	0
15	1	13	245	0.13	0
9	1	19	244	0.53	1
3	1	19	424	2.94	0
18	1	22	107	1.76	0
15	1	14	153	0.96	0
2	1	40	477	2.57	0
19	7	21	213	1.13	1
2	1	19	477	2.64	0
11	2	30	137	2.97	0
18	1	19	121	2.73	1
19	67	24	213	1.28	1
1	1	13	124	1.38	0
19	0	29	343	1.74	1
18	1	40	134	1	0
12	1	48	497	2.47	0
19	0	50	213	2.78	1
3	1	25	280	1.66	0
18	1	13	121	2.1	0
29	1	13	213	1.37	1
19	0	29	213	2.89	1
19	0	0	213	2.91	1
12	1	3	481	0.53	0
9	1	19	334	0.6	0
12	1	1	265	1.42	0
45	1	8	5	0.74	1
19	211	29	213	2.54	1
29	1	8	213	1.88	1
2	1	17	435	1.38	0
19	0	24	333	2.01	1
23	1	13	153	2.48	0
19	16	0	213	0.33	1
108	1	25	243	2.84	1
15	1	32	245	1.62	0
29	1	17	101	1.91	1
24	1	9	178	0.67	0
11	1	19	325	0.51	0
10	1	30	113	2.53	1
3	1	22	480	1.57	0
10	1	43	113	0.41	1
150	1	13	213	2.39	1
3	1	19	130	2.59	0
83	513	76	171	1.9	1
72	1	19	101	1	1
12	1	8	328	2.98	0
45	1	20	5	2.6	1
3	1	12	280	2.48	0
19	40	24	213	0.89	1
26	1	17	266	0.44	1
3	1	19	409	1.87	0
10	1	10	377	2.37	0
18	1	9	107	0.78	0
107	1	18	171	1.4	1
11	1	9	137	1.79	0
2	1	19	435	1.8	0
9	1	22	232	1.49	1
18	1	19	121	0.58	1
19	0	748	213	1.81	1
15	2	13	245	1.77	0
15	1	3	245	1.19	0
19	0	0	213	1.78	1
2	1	14	477	2.59	0
64	1	13	459	0.07	1
2	1	10	469	1.37	0
29	1	18	213	1.5	1
8	1	18	145	1.46	0
1	1	19	24	1.46	0
10	1	4	113	0.81	1
19	287	38	333	2.64	1
2	1	19	377	0.87	0
3	1	27	280	1.55	0
12	1	19	178	1.57	0
19	0	0	213	2.3	1
18	1	18	121	1.67	0
55	1	13	101	1.49	1
3	1	13	115	2.7	0
27	1	17	153	1.9	0
3	1	19	137	1.03	0
14	1	15	349	2.6	0
35	1	13	21	1.26	1
15	1	13	480	0.44	0
29	1	10	213	2.79	1
3	1	11	408	0.96	1
18	1	19	439	2.55	0
19	0	0	347	0.64	1
2	1	1	469	1.07	1
45	1	61	419	1.86	1
3	1	32	280	2.52	0
5	1	43	113	2.74	1
27	1	37	280	2.42	1
18	1	8	121	2.97	0
8	1	13	140	0.33	0
8	1	13	145	0.38	1
9	1	13	215	2.85	0
3	1	19	317	1.68	0
3	1	3	280	0.46	1
19	0	0	213	0.09	1
70	0	0	243	3	1
18	1	62	439	2.46	0
35	1	19	21	2.36	1
3	1	13	442	0.95	0
10	1	37	113	0.66	1
